,greedy,dynamic_programming,branch_and_bound
knapPI_6_1000_1000000_252.csv,50000.0,50000.0,1.89
knapPI_6_1000_1000000_253.csv,50000.0,50000.0,1.43
knapPI_6_1000_1000000_254.csv,50000.0,50000.0,4.45
knapPI_6_1000_1000000_255.csv,50000.0,50000.0,2.74
knapPI_6_1000_1000000_256.csv,50000.0,50000.0,6.75
knapPI_6_1000_1000000_257.csv,50000.0,50000.0,4.97
knapPI_6_1000_1000000_258.csv,50000.0,50000.0,3.39
knapPI_6_1000_1000000_259.csv,50000.0,50000.0,8.39
knapPI_6_1000_1000000_26.csv,50000.0,9522.47,11.22
knapPI_6_1000_1000000_260.csv,50000.0,50000.0,3.2
knapPI_6_1000_1000000_261.csv,50000.0,50000.0,4.37
knapPI_6_1000_1000000_262.csv,50000.0,50000.0,4.68
knapPI_6_1000_1000000_263.csv,50000.0,50000.0,0.68
knapPI_6_1000_1000000_264.csv,50000.0,50000.0,3.75
knapPI_6_1000_1000000_265.csv,50000.0,50000.0,5.96
knapPI_6_1000_1000000_266.csv,50000.0,50000.0,1.71
knapPI_6_1000_1000000_267.csv,50000.0,50000.0,2.39
knapPI_6_1000_1000000_268.csv,50000.0,50000.0,6.0
knapPI_6_1000_1000000_269.csv,50000.0,50000.0,5.06
knapPI_6_1000_1000000_27.csv,50000.0,5071.21,4.56
knapPI_6_1000_1000000_270.csv,0.0,50000.0,6.32
knapPI_6_1000_1000000_271.csv,50000.0,50000.0,5.05
knapPI_6_1000_1000000_272.csv,50000.0,50000.0,3.11
knapPI_6_1000_1000000_273.csv,50000.0,50000.0,3.79
knapPI_6_1000_1000000_274.csv,50000.0,50000.0,7.43
knapPI_6_1000_1000000_275.csv,50000.0,50000.0,2.87
knapPI_6_1000_1000000_276.csv,50000.0,50000.0,4.69
knapPI_6_1000_1000000_277.csv,50000.0,50000.0,4.87
knapPI_6_1000_1000000_278.csv,50000.0,50000.0,12.24
knapPI_6_1000_1000000_279.csv,50000.0,50000.0,3.57
knapPI_6_1000_1000000_28.csv,50000.0,9537.41,4.84
knapPI_6_1000_1000000_280.csv,50000.0,50000.0,0.49
knapPI_6_1000_1000000_281.csv,50000.0,50000.0,1.4
knapPI_6_1000_1000000_282.csv,50000.0,50000.0,2.03
knapPI_6_1000_1000000_283.csv,50000.0,50000.0,4.08
knapPI_6_1000_1000000_284.csv,50000.0,50000.0,3.97
knapPI_6_1000_1000000_285.csv,50000.0,50000.0,2.21
knapPI_6_1000_1000000_286.csv,50000.0,50000.0,9.18
knapPI_6_1000_1000000_287.csv,50000.0,50000.0,3.06
knapPI_6_1000_1000000_288.csv,50000.0,50000.0,3.24
knapPI_6_1000_1000000_289.csv,50000.0,50000.0,23.73
knapPI_6_1000_1000000_29.csv,50000.0,9548.31,3.12
knapPI_6_1000_1000000_290.csv,50000.0,50000.0,3.45
knapPI_6_1000_1000000_291.csv,50000.0,50000.0,1.38
knapPI_6_1000_1000000_292.csv,50000.0,50000.0,1.86
knapPI_6_1000_1000000_293.csv,50000.0,50000.0,6.2
knapPI_6_1000_1000000_294.csv,50000.0,50000.0,4.44
knapPI_6_1000_1000000_295.csv,50000.0,50000.0,0.38
knapPI_6_1000_1000000_296.csv,50000.0,50000.0,10.43
knapPI_6_1000_1000000_297.csv,50000.0,50000.0,5.18
knapPI_6_1000_1000000_298.csv,50000.0,50000.0,3.43
knapPI_6_1000_1000000_299.csv,50000.0,50000.0,4.02
knapPI_6_1000_1000000_3.csv,50000.0,3948.94,3.76
knapPI_6_1000_1000000_30.csv,50000.0,9527.41,3.68
knapPI_6_1000_1000000_300.csv,50000.0,50000.0,4.02
knapPI_6_1000_1000000_301.csv,50000.0,50000.0,2.07
knapPI_6_1000_1000000_302.csv,50000.0,50000.0,3.54
knapPI_6_1000_1000000_303.csv,50000.0,50000.0,6.95
knapPI_6_1000_1000000_304.csv,50000.0,50000.0,3.4
knapPI_6_1000_1000000_305.csv,50000.0,50000.0,5.54
knapPI_6_1000_1000000_306.csv,50000.0,50000.0,5.69
knapPI_6_1000_1000000_307.csv,50000.0,50000.0,2.86
knapPI_6_1000_1000000_308.csv,50000.0,50000.0,5.4
knapPI_6_1000_1000000_309.csv,50000.0,50000.0,2.7
knapPI_6_1000_1000000_31.csv,50000.0,9522.25,2.95
knapPI_6_1000_1000000_310.csv,50000.0,50000.0,1.42
knapPI_6_1000_1000000_311.csv,50000.0,50000.0,3.62
knapPI_6_1000_1000000_312.csv,50000.0,50000.0,11.93
knapPI_6_1000_1000000_313.csv,50000.0,50000.0,8.68
knapPI_6_1000_1000000_314.csv,50000.0,50000.0,4.44
knapPI_6_1000_1000000_315.csv,50000.0,50000.0,5.22
knapPI_6_1000_1000000_316.csv,50000.0,50000.0,2.74
knapPI_6_1000_1000000_317.csv,50000.0,50000.0,2.73
knapPI_6_1000_1000000_318.csv,50000.0,50000.0,7.31
knapPI_6_1000_1000000_319.csv,50000.0,50000.0,5.81
knapPI_6_1000_1000000_32.csv,50000.0,23016.54,3.66
knapPI_6_1000_1000000_320.csv,50000.0,50000.0,2.77
knapPI_6_1000_1000000_321.csv,50000.0,50000.0,4.43
knapPI_6_1000_1000000_322.csv,50000.0,50000.0,5.18
knapPI_6_1000_1000000_323.csv,50000.0,50000.0,4.2
knapPI_6_1000_1000000_324.csv,50000.0,50000.0,8.2
knapPI_6_1000_1000000_325.csv,50000.0,50000.0,6.79
knapPI_6_1000_1000000_326.csv,50000.0,50000.0,7.78
knapPI_6_1000_1000000_327.csv,50000.0,50000.0,4.84
knapPI_6_1000_1000000_328.csv,50000.0,50000.0,3.96
knapPI_6_1000_1000000_329.csv,50000.0,50000.0,4.71
knapPI_6_1000_1000000_33.csv,50000.0,18523.13,3.43
knapPI_6_1000_1000000_330.csv,50000.0,50000.0,3.48
knapPI_6_1000_1000000_331.csv,50000.0,50000.0,2.68
knapPI_6_1000_1000000_332.csv,50000.0,50000.0,5.14
knapPI_6_1000_1000000_333.csv,50000.0,50000.0,8.64
knapPI_6_1000_1000000_334.csv,50000.0,50000.0,5.43
knapPI_6_1000_1000000_335.csv,50000.0,50000.0,5.16
knapPI_6_1000_1000000_336.csv,50000.0,50000.0,8.49
knapPI_6_1000_1000000_337.csv,50000.0,50000.0,3.38
knapPI_6_1000_1000000_338.csv,50000.0,50000.0,1.73
knapPI_6_1000_1000000_339.csv,50000.0,50000.0,3.62
knapPI_6_1000_1000000_34.csv,50000.0,18523.92,2.9
knapPI_6_1000_1000000_340.csv,50000.0,50000.0,3.44
knapPI_6_1000_1000000_341.csv,50000.0,50000.0,3.37
knapPI_6_1000_1000000_342.csv,50000.0,50000.0,2.44
knapPI_6_1000_1000000_343.csv,50000.0,50000.0,10.28
knapPI_6_1000_1000000_344.csv,50000.0,50000.0,6.72
knapPI_6_1000_1000000_345.csv,50000.0,50000.0,7.8
knapPI_6_1000_1000000_346.csv,50000.0,50000.0,3.43
knapPI_6_1000_1000000_347.csv,50000.0,50000.0,4.32
knapPI_6_1000_1000000_348.csv,50000.0,50000.0,2.44
knapPI_6_1000_1000000_349.csv,50000.0,50000.0,3.41
knapPI_6_1000_1000000_35.csv,50000.0,18519.96,4.3
knapPI_6_1000_1000000_350.csv,50000.0,50000.0,6.52
knapPI_6_1000_1000000_351.csv,50000.0,50000.0,4.43
knapPI_6_1000_1000000_352.csv,50000.0,50000.0,6.24
knapPI_6_1000_1000000_353.csv,50000.0,50000.0,1.43
knapPI_6_1000_1000000_354.csv,50000.0,50000.0,2.55
knapPI_6_1000_1000000_355.csv,50000.0,50000.0,9.29
knapPI_6_1000_1000000_356.csv,50000.0,50000.0,3.34
knapPI_6_1000_1000000_357.csv,50000.0,50000.0,1.46
knapPI_6_1000_1000000_358.csv,50000.0,50000.0,5.0
knapPI_6_1000_1000000_359.csv,50000.0,50000.0,9.1
knapPI_6_1000_1000000_36.csv,50000.0,18677.95,1.7
knapPI_6_1000_1000000_360.csv,50000.0,50000.0,2.09
knapPI_6_1000_1000000_361.csv,50000.0,50000.0,4.68
knapPI_6_1000_1000000_362.csv,50000.0,50000.0,5.4
knapPI_6_1000_1000000_363.csv,50000.0,50000.0,6.2
knapPI_6_1000_1000000_364.csv,50000.0,50000.0,4.81
knapPI_6_1000_1000000_365.csv,50000.0,50000.0,0.43
knapPI_6_1000_1000000_366.csv,50000.0,50000.0,3.54
knapPI_6_1000_1000000_367.csv,50000.0,50000.0,1.06
knapPI_6_1000_1000000_368.csv,50000.0,50000.0,5.7
knapPI_6_1000_1000000_369.csv,50000.0,50000.0,2.52
knapPI_6_1000_1000000_37.csv,50000.0,32015.85,7.54
knapPI_6_1000_1000000_370.csv,50000.0,50000.0,6.03
knapPI_6_1000_1000000_371.csv,50000.0,50000.0,4.65
knapPI_6_1000_1000000_372.csv,50000.0,50000.0,2.39
knapPI_6_1000_1000000_373.csv,50000.0,50000.0,3.23
knapPI_6_1000_1000000_374.csv,50000.0,50000.0,11.91
knapPI_6_1000_1000000_375.csv,50000.0,50000.0,8.11
knapPI_6_1000_1000000_376.csv,50000.0,50000.0,3.41
knapPI_6_1000_1000000_377.csv,50000.0,50000.0,2.14
knapPI_6_1000_1000000_378.csv,50000.0,50000.0,4.24
knapPI_6_1000_1000000_379.csv,50000.0,50000.0,1.42
knapPI_6_1000_1000000_38.csv,50000.0,32012.62,3.86
knapPI_6_1000_1000000_380.csv,50000.0,50000.0,6.65
knapPI_6_1000_1000000_381.csv,50000.0,50000.0,15.6
knapPI_6_1000_1000000_382.csv,50000.0,50000.0,2.4
knapPI_6_1000_1000000_383.csv,50000.0,50000.0,9.67
knapPI_6_1000_1000000_384.csv,50000.0,50000.0,3.21
knapPI_6_1000_1000000_385.csv,50000.0,50000.0,4.34
knapPI_6_1000_1000000_386.csv,50000.0,50000.0,0.65
knapPI_6_1000_1000000_387.csv,50000.0,50000.0,5.0
knapPI_6_1000_1000000_388.csv,50000.0,50000.0,3.67
knapPI_6_1000_1000000_389.csv,50000.0,50000.0,3.83
knapPI_6_1000_1000000_39.csv,50000.0,41002.57,3.17
knapPI_6_1000_1000000_390.csv,50000.0,50000.0,5.16
knapPI_6_1000_1000000_391.csv,50000.0,50000.0,6.4
knapPI_6_1000_1000000_392.csv,50000.0,50000.0,3.63
knapPI_6_1000_1000000_393.csv,50000.0,50000.0,6.03
knapPI_6_1000_1000000_394.csv,50000.0,50000.0,7.13
knapPI_6_1000_1000000_395.csv,50000.0,50000.0,5.62
knapPI_6_1000_1000000_396.csv,50000.0,50000.0,2.84
knapPI_6_1000_1000000_397.csv,50000.0,50000.0,0.78
knapPI_6_1000_1000000_398.csv,50000.0,50000.0,2.13
knapPI_6_1000_1000000_399.csv,50000.0,50000.0,4.2
knapPI_6_1000_1000000_4.csv,50000.0,4829.26,3.55
knapPI_6_1000_1000000_40.csv,50000.0,41006.25,6.2
knapPI_6_1000_1000000_400.csv,50000.0,50000.0,2.44
knapPI_6_1000_1000000_401.csv,50000.0,50000.0,2.44
knapPI_6_1000_1000000_402.csv,50000.0,50000.0,3.38
knapPI_6_1000_1000000_403.csv,50000.0,50000.0,5.1
knapPI_6_1000_1000000_404.csv,50000.0,50000.0,6.5
knapPI_6_1000_1000000_405.csv,50000.0,50000.0,3.58
knapPI_6_1000_1000000_406.csv,50000.0,50000.0,4.39
knapPI_6_1000_1000000_407.csv,50000.0,50000.0,5.54
knapPI_6_1000_1000000_408.csv,50000.0,50000.0,2.51
knapPI_6_1000_1000000_409.csv,50000.0,50000.0,11.45
knapPI_6_1000_1000000_41.csv,50000.0,41005.51,4.65
knapPI_6_1000_1000000_410.csv,50000.0,50000.0,6.81
knapPI_6_1000_1000000_411.csv,50000.0,50000.0,3.18
knapPI_6_1000_1000000_412.csv,50000.0,50000.0,4.67
knapPI_6_1000_1000000_413.csv,50000.0,50000.0,4.43
knapPI_6_1000_1000000_414.csv,50000.0,50000.0,2.24
knapPI_6_1000_1000000_415.csv,50000.0,50000.0,8.08
knapPI_6_1000_1000000_416.csv,50000.0,50000.0,4.99
knapPI_6_1000_1000000_417.csv,50000.0,50000.0,2.41
knapPI_6_1000_1000000_418.csv,50000.0,50000.0,6.1
knapPI_6_1000_1000000_419.csv,50000.0,50000.0,9.16
knapPI_6_1000_1000000_42.csv,50000.0,45504.63,4.68
knapPI_6_1000_1000000_420.csv,50000.0,50000.0,10.52
knapPI_6_1000_1000000_421.csv,50000.0,50000.0,16.18
knapPI_6_1000_1000000_422.csv,50000.0,50000.0,2.99
knapPI_6_1000_1000000_423.csv,50000.0,50000.0,3.44
knapPI_6_1000_1000000_424.csv,50000.0,50000.0,7.66
knapPI_6_1000_1000000_425.csv,50000.0,50000.0,12.24
knapPI_6_1000_1000000_426.csv,50000.0,50000.0,2.46
knapPI_6_1000_1000000_427.csv,50000.0,50000.0,3.3
knapPI_6_1000_1000000_428.csv,50000.0,50000.0,4.21
knapPI_6_1000_1000000_429.csv,50000.0,50000.0,2.45
knapPI_6_1000_1000000_43.csv,50000.0,41003.74,6.03
knapPI_6_1000_1000000_430.csv,50000.0,50000.0,3.37
knapPI_6_1000_1000000_431.csv,50000.0,50000.0,1.21
knapPI_6_1000_1000000_432.csv,50000.0,50000.0,2.66
knapPI_6_1000_1000000_433.csv,50000.0,50000.0,3.61
knapPI_6_1000_1000000_434.csv,50000.0,50000.0,6.2
knapPI_6_1000_1000000_435.csv,50000.0,50000.0,2.01
knapPI_6_1000_1000000_436.csv,50000.0,50000.0,6.53
knapPI_6_1000_1000000_437.csv,50000.0,50000.0,2.65
knapPI_6_1000_1000000_438.csv,50000.0,50000.0,3.22
knapPI_6_1000_1000000_439.csv,50000.0,50000.0,1.01
knapPI_6_1000_1000000_44.csv,50000.0,50000.0,3.65
knapPI_6_1000_1000000_440.csv,50000.0,50000.0,7.44
knapPI_6_1000_1000000_441.csv,50000.0,50000.0,14.13
knapPI_6_1000_1000000_442.csv,50000.0,50000.0,5.18
knapPI_6_1000_1000000_443.csv,50000.0,50000.0,4.13
knapPI_6_1000_1000000_444.csv,50000.0,50000.0,5.93
knapPI_6_1000_1000000_445.csv,50000.0,50000.0,1.44
knapPI_6_1000_1000000_446.csv,50000.0,50000.0,3.58
knapPI_6_1000_1000000_447.csv,50000.0,50000.0,17.06
knapPI_6_1000_1000000_448.csv,50000.0,50000.0,2.08
knapPI_6_1000_1000000_449.csv,50000.0,50000.0,3.32
knapPI_6_1000_1000000_45.csv,50000.0,45505.15,3.28
knapPI_6_1000_1000000_450.csv,50000.0,50000.0,4.47
knapPI_6_1000_1000000_451.csv,50000.0,50000.0,1.44
knapPI_6_1000_1000000_452.csv,50000.0,50000.0,15.21
knapPI_6_1000_1000000_453.csv,50000.0,50000.0,7.45
knapPI_6_1000_1000000_454.csv,50000.0,50000.0,3.44
knapPI_6_1000_1000000_455.csv,50000.0,50000.0,25.64
knapPI_6_1000_1000000_456.csv,50000.0,50000.0,6.26
knapPI_6_1000_1000000_457.csv,50000.0,50000.0,5.45
knapPI_6_1000_1000000_458.csv,50000.0,50000.0,6.59
knapPI_6_1000_1000000_459.csv,50000.0,50000.0,11.81
knapPI_6_1000_1000000_46.csv,50000.0,45500.06,7.2
knapPI_6_1000_1000000_460.csv,50000.0,50000.0,10.03
knapPI_6_1000_1000000_461.csv,50000.0,50000.0,5.86
knapPI_6_1000_1000000_462.csv,50000.0,50000.0,5.68
knapPI_6_1000_1000000_463.csv,50000.0,50000.0,8.48
knapPI_6_1000_1000000_464.csv,50000.0,50000.0,3.92
knapPI_6_1000_1000000_465.csv,50000.0,50000.0,7.67
knapPI_6_1000_1000000_466.csv,50000.0,50000.0,3.48
knapPI_6_1000_1000000_467.csv,50000.0,50000.0,3.47
knapPI_6_1000_1000000_468.csv,50000.0,50000.0,7.35
knapPI_6_1000_1000000_469.csv,50000.0,50000.0,5.58
knapPI_6_1000_1000000_47.csv,50000.0,45500.89,7.27
knapPI_6_1000_1000000_470.csv,50000.0,50000.0,11.41
knapPI_6_1000_1000000_471.csv,50000.0,50000.0,1.46
knapPI_6_1000_1000000_472.csv,50000.0,50000.0,3.32
knapPI_6_1000_1000000_473.csv,50000.0,50000.0,2.92
knapPI_6_1000_1000000_474.csv,50000.0,50000.0,3.07
knapPI_6_1000_1000000_475.csv,50000.0,50000.0,2.03
knapPI_6_1000_1000000_476.csv,50000.0,50000.0,6.7
knapPI_6_1000_1000000_477.csv,50000.0,50000.0,10.03
knapPI_6_1000_1000000_478.csv,50000.0,50000.0,6.73
knapPI_6_1000_1000000_479.csv,50000.0,50000.0,7.39
knapPI_6_1000_1000000_48.csv,50000.0,50000.0,2.41
knapPI_6_1000_1000000_480.csv,50000.0,50000.0,2.4
knapPI_6_1000_1000000_481.csv,50000.0,50000.0,20.36
knapPI_6_1000_1000000_482.csv,50000.0,50000.0,2.35
knapPI_6_1000_1000000_483.csv,50000.0,50000.0,2.12
knapPI_6_1000_1000000_484.csv,50000.0,50000.0,13.96
knapPI_6_1000_1000000_485.csv,50000.0,50000.0,10.22
knapPI_6_1000_1000000_486.csv,50000.0,50000.0,12.69
knapPI_6_1000_1000000_487.csv,50000.0,50000.0,4.59
knapPI_6_1000_1000000_488.csv,50000.0,50000.0,4.04
knapPI_6_1000_1000000_489.csv,50000.0,50000.0,2.05
knapPI_6_1000_1000000_49.csv,50000.0,50000.0,2.41
knapPI_6_1000_1000000_490.csv,50000.0,50000.0,5.7
knapPI_6_1000_1000000_491.csv,50000.0,50000.0,11.45
knapPI_6_1000_1000000_492.csv,50000.0,50000.0,6.46
knapPI_6_1000_1000000_493.csv,50000.0,50000.0,3.09
knapPI_6_1000_1000000_494.csv,50000.0,50000.0,4.78
knapPI_6_1000_1000000_495.csv,50000.0,50000.0,8.6
knapPI_6_1000_1000000_496.csv,50000.0,50000.0,17.19
knapPI_6_1000_1000000_497.csv,50000.0,50000.0,11.36
knapPI_6_1000_1000000_498.csv,50000.0,50000.0,2.48
knapPI_6_1000_1000000_499.csv,50000.0,50000.0,4.33
knapPI_6_1000_1000000_5.csv,50000.0,5005.39,2.98
knapPI_6_1000_1000000_50.csv,50000.0,50000.0,3.13
knapPI_6_1000_1000000_500.csv,50000.0,50000.0,5.25
knapPI_6_1000_1000000_501.csv,50000.0,50000.0,4.76
knapPI_6_1000_1000000_502.csv,50000.0,50000.0,3.82
knapPI_6_1000_1000000_503.csv,50000.0,50000.0,18.71
knapPI_6_1000_1000000_504.csv,50000.0,50000.0,3.68
knapPI_6_1000_1000000_505.csv,50000.0,50000.0,6.59
knapPI_6_1000_1000000_506.csv,50000.0,50000.0,3.34
knapPI_6_1000_1000000_507.csv,50000.0,50000.0,22.52
knapPI_6_1000_1000000_508.csv,50000.0,50000.0,17.62
knapPI_6_1000_1000000_509.csv,50000.0,50000.0,2.73
knapPI_6_1000_1000000_51.csv,50000.0,50000.0,9.49
knapPI_6_1000_1000000_510.csv,50000.0,50000.0,5.97
knapPI_6_1000_1000000_511.csv,50000.0,50000.0,4.42
knapPI_6_1000_1000000_512.csv,50000.0,50000.0,8.24
knapPI_6_1000_1000000_513.csv,50000.0,50000.0,2.68
knapPI_6_1000_1000000_514.csv,50000.0,50000.0,26.16
knapPI_6_1000_1000000_515.csv,50000.0,50000.0,21.79
knapPI_6_1000_1000000_516.csv,50000.0,50000.0,9.33
knapPI_6_1000_1000000_517.csv,50000.0,50000.0,7.5
knapPI_6_1000_1000000_518.csv,50000.0,50000.0,12.53
knapPI_6_1000_1000000_519.csv,50000.0,50000.0,2.63
knapPI_6_1000_1000000_52.csv,50000.0,50000.0,10.46
knapPI_6_1000_1000000_520.csv,50000.0,50000.0,12.83
knapPI_6_1000_1000000_521.csv,50000.0,50000.0,5.86
knapPI_6_1000_1000000_522.csv,50000.0,50000.0,3.38
knapPI_6_1000_1000000_523.csv,50000.0,50000.0,1.8
knapPI_6_1000_1000000_524.csv,50000.0,50000.0,9.06
knapPI_6_1000_1000000_525.csv,50000.0,50000.0,3.89
knapPI_6_1000_1000000_526.csv,50000.0,50000.0,12.46
knapPI_6_1000_1000000_527.csv,50000.0,50000.0,4.64
knapPI_6_1000_1000000_528.csv,50000.0,50000.0,5.43
knapPI_6_1000_1000000_529.csv,50000.0,50000.0,5.32
knapPI_6_1000_1000000_53.csv,50000.0,50000.0,3.41
knapPI_6_1000_1000000_530.csv,50000.0,50000.0,8.76
knapPI_6_1000_1000000_531.csv,50000.0,50000.0,4.17
knapPI_6_1000_1000000_532.csv,50000.0,50000.0,2.54
knapPI_6_1000_1000000_533.csv,50000.0,50000.0,32.54
knapPI_6_1000_1000000_534.csv,50000.0,50000.0,8.74
knapPI_6_1000_1000000_535.csv,50000.0,50000.0,19.24
knapPI_6_1000_1000000_536.csv,50000.0,50000.0,3.35
knapPI_6_1000_1000000_537.csv,50000.0,50000.0,11.83
knapPI_6_1000_1000000_538.csv,50000.0,50000.0,13.07
knapPI_6_1000_1000000_539.csv,50000.0,50000.0,4.04
knapPI_6_1000_1000000_54.csv,50000.0,50000.0,3.19
knapPI_6_1000_1000000_540.csv,50000.0,50000.0,5.6
knapPI_6_1000_1000000_541.csv,50000.0,50000.0,10.41
knapPI_6_1000_1000000_542.csv,50000.0,50000.0,20.13
knapPI_6_1000_1000000_543.csv,50000.0,50000.0,20.0
knapPI_6_1000_1000000_544.csv,50000.0,50000.0,8.37
knapPI_6_1000_1000000_545.csv,50000.0,50000.0,2.45
knapPI_6_1000_1000000_546.csv,50000.0,50000.0,4.07
knapPI_6_1000_1000000_547.csv,50000.0,50000.0,5.43
knapPI_6_1000_1000000_548.csv,50000.0,50000.0,9.33
knapPI_6_1000_1000000_549.csv,50000.0,50000.0,9.27
knapPI_6_1000_1000000_55.csv,50000.0,50000.0,4.57
knapPI_6_1000_1000000_550.csv,50000.0,50000.0,1.46
knapPI_6_1000_1000000_551.csv,50000.0,50000.0,6.16
knapPI_6_1000_1000000_552.csv,50000.0,50000.0,9.35
knapPI_6_1000_1000000_553.csv,50000.0,50000.0,3.35
knapPI_6_1000_1000000_554.csv,50000.0,50000.0,15.81
knapPI_6_1000_1000000_555.csv,50000.0,50000.0,7.97
knapPI_6_1000_1000000_556.csv,50000.0,50000.0,18.89
knapPI_6_1000_1000000_557.csv,50000.0,50000.0,9.32
knapPI_6_1000_1000000_558.csv,50000.0,50000.0,58.02
knapPI_6_1000_1000000_559.csv,50000.0,50000.0,10.9
knapPI_6_1000_1000000_56.csv,50000.0,50000.0,9.34
knapPI_6_1000_1000000_560.csv,50000.0,50000.0,41.41
knapPI_6_1000_1000000_561.csv,50000.0,50000.0,7.72
knapPI_6_1000_1000000_562.csv,50000.0,50000.0,9.35
knapPI_6_1000_1000000_563.csv,50000.0,50000.0,42.77
knapPI_6_1000_1000000_564.csv,50000.0,50000.0,10.05
knapPI_6_1000_1000000_565.csv,50000.0,50000.0,4.34
knapPI_6_1000_1000000_566.csv,50000.0,50000.0,5.14
knapPI_6_1000_1000000_567.csv,50000.0,50000.0,8.56
knapPI_6_1000_1000000_568.csv,50000.0,50000.0,7.68
knapPI_6_1000_1000000_569.csv,50000.0,50000.0,42.51
knapPI_6_1000_1000000_57.csv,50000.0,50000.0,4.0
knapPI_6_1000_1000000_570.csv,50000.0,50000.0,5.06
knapPI_6_1000_1000000_571.csv,50000.0,50000.0,86.08
knapPI_6_1000_1000000_572.csv,50000.0,50000.0,38.11
knapPI_6_1000_1000000_573.csv,50000.0,50000.0,4.05
knapPI_6_1000_1000000_574.csv,50000.0,50000.0,169.67
knapPI_6_1000_1000000_575.csv,50000.0,50000.0,349.45
knapPI_6_1000_1000000_576.csv,50000.0,50000.0,922.74
knapPI_6_1000_1000000_58.csv,50000.0,50000.0,9.11
knapPI_6_1000_1000000_59.csv,50000.0,50000.0,3.42
knapPI_6_1000_1000000_6.csv,50000.0,5005.91,12.29
knapPI_6_1000_1000000_60.csv,50000.0,50000.0,5.04
knapPI_6_1000_1000000_61.csv,50000.0,50000.0,13.13
knapPI_6_1000_1000000_62.csv,50000.0,50000.0,3.85
knapPI_6_1000_1000000_63.csv,50000.0,50000.0,4.07
knapPI_6_1000_1000000_64.csv,50000.0,50000.0,5.43
knapPI_6_1000_1000000_65.csv,50000.0,50000.0,6.25
knapPI_6_1000_1000000_66.csv,50000.0,50000.0,7.77
knapPI_6_1000_1000000_67.csv,50000.0,50000.0,14.81
knapPI_6_1000_1000000_68.csv,50000.0,50000.0,2.77
knapPI_6_1000_1000000_69.csv,50000.0,50000.0,0.78
knapPI_6_1000_1000000_7.csv,50000.0,5106.63,1.57
knapPI_6_1000_1000000_70.csv,50000.0,50000.0,4.3
knapPI_6_1000_1000000_71.csv,50000.0,50000.0,3.93
knapPI_6_1000_1000000_72.csv,50000.0,50000.0,3.74
knapPI_6_1000_1000000_73.csv,50000.0,50000.0,3.81
knapPI_6_1000_1000000_74.csv,50000.0,50000.0,4.16
knapPI_6_1000_1000000_75.csv,50000.0,50000.0,5.65
knapPI_6_1000_1000000_76.csv,50000.0,50000.0,2.32
knapPI_6_1000_1000000_77.csv,50000.0,50000.0,3.52
knapPI_6_1000_1000000_78.csv,50000.0,50000.0,3.26
knapPI_6_1000_1000000_79.csv,50000.0,50000.0,5.88
knapPI_6_1000_1000000_8.csv,50000.0,5559.29,5.97
knapPI_6_1000_1000000_80.csv,50000.0,50000.0,6.32
knapPI_6_1000_1000000_81.csv,50000.0,50000.0,1.82
knapPI_6_1000_1000000_82.csv,50000.0,50000.0,8.92
knapPI_6_1000_1000000_83.csv,50000.0,50000.0,1.37
knapPI_6_1000_1000000_84.csv,50000.0,50000.0,7.78
knapPI_6_1000_1000000_85.csv,50000.0,50000.0,3.77
knapPI_6_1000_1000000_86.csv,50000.0,50000.0,4.56
knapPI_6_1000_1000000_87.csv,50000.0,50000.0,8.57
knapPI_6_1000_1000000_88.csv,50000.0,50000.0,0.43
knapPI_6_1000_1000000_89.csv,50000.0,50000.0,0.37
knapPI_6_1000_1000000_9.csv,50000.0,5008.27,4.25
knapPI_6_1000_1000000_90.csv,50000.0,50000.0,1.85
knapPI_6_1000_1000000_91.csv,50000.0,50000.0,3.51
knapPI_6_1000_1000000_92.csv,50000.0,50000.0,4.97
knapPI_6_1000_1000000_93.csv,50000.0,50000.0,4.48
knapPI_6_1000_1000000_94.csv,50000.0,50000.0,4.93
knapPI_6_1000_1000000_95.csv,50000.0,50000.0,6.37
knapPI_6_1000_1000000_96.csv,50000.0,50000.0,2.85
knapPI_6_1000_1000000_97.csv,50000.0,50000.0,3.6
knapPI_6_1000_1000000_98.csv,50000.0,50000.0,2.39
knapPI_6_1000_1000000_99.csv,50000.0,50000.0,4.2
knapPI_6_1000_100000_1.csv,50000.0,54.81,50000.0
knapPI_6_1000_100000_10.csv,50000.0,1054.91,3.4
knapPI_6_1000_100000_100.csv,50000.0,5008.43,2.58
knapPI_6_1000_100000_101.csv,50000.0,5007.04,1.11
knapPI_6_1000_100000_102.csv,50000.0,5012.39,1.43
knapPI_6_1000_100000_103.csv,50000.0,5072.78,1.36
knapPI_6_1000_100000_104.csv,50000.0,5008.11,2.47
knapPI_6_1000_100000_105.csv,50000.0,14010.51,1.43
knapPI_6_1000_100000_106.csv,50000.0,5007.38,1.81
knapPI_6_1000_100000_107.csv,50000.0,9506.92,4.66
knapPI_6_1000_100000_108.csv,50000.0,9511.24,1.06
knapPI_6_1000_100000_109.csv,50000.0,18509.27,2.83
knapPI_6_1000_100000_11.csv,50000.0,1151.2,0.48
knapPI_6_1000_100000_110.csv,50000.0,9539.32,5.45
knapPI_6_1000_100000_111.csv,50000.0,5007.94,2.43
knapPI_6_1000_100000_112.csv,50000.0,5027.34,2.43
knapPI_6_1000_100000_113.csv,50000.0,5080.79,1.29
knapPI_6_1000_100000_114.csv,50000.0,23007.75,3.44
