,max_depth,learning_rate,n_estimators,min_child_weight,subsample,Seed,VBS_test,SBS_test,Accuracy_test,Score_test,Gap_test,VBS_train,SBS_train,Accuracy_train,Score_train,Gap_train
XGB_depth_4_lr_0.01_estimators_100_childweight_2_subsample_0.7_seed_1,4.0,0.01,100.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.692,3105.306144352026,0.626209413159752,1936.8916563799808,4801.996742251442,0.6809,3004.24966053938,0.6274628775667588
XGB_depth_4_lr_0.01_estimators_200_childweight_0.5_subsample_0.7_seed_1,4.0,0.01,200.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6944,3110.4993989804125,0.624584269087061,1936.8916563799808,4801.996742251442,0.6952,2955.259512276936,0.6445617785823016
XGB_depth_3_lr_0.01_estimators_200_childweight_2_subsample_0.9_seed_1,3.0,0.01,200.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6788,3126.019589482157,0.6197274793846883,1936.8916563799808,4801.996742251442,0.6741,3035.547104521669,0.6165392140206554
XGB_depth_4_lr_0.01_estimators_200_childweight_1_subsample_0.7_seed_1,4.0,0.01,200.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6947,3135.618940166353,0.6167235196364349,1936.8916563799808,4801.996742251442,0.695,2967.300825171072,0.6403590312019296
XGB_depth_3_lr_0.01_estimators_200_childweight_1_subsample_0.9_seed_1,3.0,0.01,200.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6794,3138.950896163134,0.6156808385190797,1936.8916563799808,4801.996742251442,0.6747,3031.9945820474973,0.617779141481498
XGB_depth_3_lr_0.01_estimators_200_childweight_0.5_subsample_0.9_seed_1,3.0,0.01,200.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6794,3138.950896163134,0.6156808385190797,1936.8916563799808,4801.996742251442,0.6755,3022.7831114987257,0.6209941965223046
XGB_depth_4_lr_0.01_estimators_100_childweight_2_subsample_0.8_seed_1,4.0,0.01,100.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6912,3149.946758787228,0.6122398632066053,1936.8916563799808,4801.996742251442,0.6829,3031.7364933583794,0.6178692214895196
XGB_depth_4_lr_0.01_estimators_200_childweight_1_subsample_0.8_seed_1,4.0,0.01,200.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6939,3151.909211161792,0.6116257458423173,1936.8916563799808,4801.996742251442,0.695,2980.930836575876,0.635601784610167
XGB_depth_4_lr_0.01_estimators_200_childweight_2_subsample_0.9_seed_1,4.0,0.01,200.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6941,3163.7467131741346,0.607921393252773,1936.8916563799808,4801.996742251442,0.6935,2966.2786019052733,0.6407158150668006
XGB_depth_4_lr_0.01_estimators_200_childweight_1_subsample_0.9_seed_1,4.0,0.01,200.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6947,3164.957434934264,0.6075425176857256,1936.8916563799808,4801.996742251442,0.6942,2972.81144371394,0.6384356746835099
XGB_depth_4_lr_0.01_estimators_200_childweight_0.5_subsample_0.9_seed_1,4.0,0.01,200.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6939,3165.244585457473,0.6074526586273592,1936.8916563799808,4801.996742251442,0.6939,2963.8448718636787,0.6415652533835995
XGB_depth_4_lr_0.01_estimators_100_childweight_0.5_subsample_0.8_seed_1,4.0,0.01,100.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6912,3176.223984437885,0.6040168353428244,1936.8916563799808,4801.996742251442,0.6836,3027.107657990071,0.6194848115742024
XGB_depth_4_lr_0.01_estimators_100_childweight_1_subsample_0.8_seed_1,4.0,0.01,100.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6909,3178.342948752347,0.6033537401275295,1936.8916563799808,4801.996742251442,0.6833,3023.84654434456,0.6206230293874313
XGB_depth_4_lr_0.01_estimators_200_childweight_0.5_subsample_0.8_seed_1,4.0,0.01,200.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6939,3178.5420177086125,0.6032914447544964,1936.8916563799808,4801.996742251442,0.6954,2964.177726418892,0.6414490780443929
XGB_depth_4_lr_0.01_estimators_200_childweight_2_subsample_0.8_seed_1,4.0,0.01,200.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6933,3193.0843949557284,0.5987406457128306,1936.8916563799808,4801.996742251442,0.6948,2978.69956661747,0.6363805588231649
XGB_depth_4_lr_0.01_estimators_100_childweight_2_subsample_0.9_seed_1,4.0,0.01,100.0,2.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6901,3254.373751006171,0.5795611444497903,1936.8916563799808,4801.996742251442,0.6836,3083.3046799946333,0.5998705146041947
XGB_depth_4_lr_0.01_estimators_100_childweight_0.5_subsample_0.9_seed_1,4.0,0.01,100.0,0.5,0.9,1.0,1910.8337724711569,5106.399455325999,0.6901,3255.902379930238,0.5790827850368486,1936.8916563799808,4801.996742251442,0.684,3087.542939755803,0.5983912460837939
XGB_depth_4_lr_0.01_estimators_100_childweight_1_subsample_0.9_seed_1,4.0,0.01,100.0,1.0,0.9,1.0,1910.8337724711569,5106.399455325999,0.6898,3255.9673893211702,0.5790624414115303,1936.8916563799808,4801.996742251442,0.684,3090.6212310479,0.597316838269827
XGB_depth_4_lr_0.01_estimators_50_childweight_2_subsample_0.6_seed_1,4.0,0.01,50.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6888,4121.319339951704,0.3082647058890205,1936.8916563799808,4801.996742251442,0.6927,3992.480853347645,0.2825431754303599
XGB_depth_4_lr_0.01_estimators_50_childweight_1_subsample_0.6_seed_1,4.0,0.01,50.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6877,4160.273238529649,0.2960747206269607,1936.8916563799808,4801.996742251442,0.6924,3990.278862874011,0.2833117303027425
XGB_depth_4_lr_0.01_estimators_50_childweight_0.5_subsample_0.6_seed_1,4.0,0.01,50.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6885,4160.897649584115,0.2958793214030246,1936.8916563799808,4801.996742251442,0.6926,3979.783077955186,0.2869750461687406
XGB_depth_4_lr_0.01_estimators_50_childweight_2_subsample_0.7_seed_1,4.0,0.01,50.0,2.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.6855,5036.977123691978,0.0217245829139086,1936.8916563799808,4801.996742251442,0.6917,4629.532635180465,0.0601946881185754
XGB_depth_4_lr_0.01_estimators_50_childweight_1_subsample_0.7_seed_1,4.0,0.01,50.0,1.0,0.7,1.0,1910.8337724711569,5106.399455325999,0.685,5038.583235846525,0.021221976391638,1936.8916563799808,4801.996742251442,0.6921,4628.873924594123,0.06042459612076
XGB_depth_4_lr_0.01_estimators_50_childweight_0.5_subsample_0.7_seed_1,4.0,0.01,50.0,0.5,0.7,1.0,1910.8337724711569,5106.399455325999,0.6847,5039.238226455594,0.0210170077963802,1936.8916563799808,4801.996742251442,0.6921,4622.630218703878,0.062603820164246
XGB_depth_4_lr_0.01_estimators_50_childweight_0.5_subsample_0.8_seed_1,4.0,0.01,50.0,0.5,0.8,1.0,1910.8337724711569,5106.399455325999,0.6778,7410.384381540112,-0.7209943887480315,1936.8916563799808,4801.996742251442,0.6941,6831.231372601637,-0.7082583603501496
XGB_depth_4_lr_0.01_estimators_50_childweight_1_subsample_0.8_seed_1,4.0,0.01,50.0,1.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.6767,7410.987118325731,-0.7211830053641295,1936.8916563799808,4801.996742251442,0.6937,6825.507562726418,-0.7062605942286049
XGB_depth_4_lr_0.01_estimators_50_childweight_2_subsample_0.8_seed_1,4.0,0.01,50.0,2.0,0.8,1.0,1910.8337724711569,5106.399455325999,0.678,7438.449659243359,-0.729776958248582,1936.8916563799808,4801.996742251442,0.6925,6879.427091104253,-0.7250799836617277
XGB_depth_4_lr_0.001_estimators_200_childweight_2_subsample_0.6_seed_1,4.0,0.001,200.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6863,7729.843694660584,-0.8209639543352658,1936.8916563799808,4801.996742251442,0.6963,7383.051839527708,-0.9008587887418456
XGB_depth_4_lr_0.001_estimators_200_childweight_0.5_subsample_0.6_seed_1,4.0,0.001,200.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6863,7743.193174134693,-0.825141455535048,1936.8916563799808,4801.996742251442,0.6974,7330.147679457937,-0.8823937906059467
XGB_depth_4_lr_0.001_estimators_200_childweight_1_subsample_0.6_seed_1,4.0,0.001,200.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6858,7758.814054199087,-0.8300297543887389,1936.8916563799808,4801.996742251442,0.6972,7333.548669663222,-0.883580829162423
XGB_depth_4_lr_0.001_estimators_100_childweight_0.5_subsample_0.6_seed_1,4.0,0.001,100.0,0.5,0.6,1.0,1910.8337724711569,5106.399455325999,0.6845,7985.990555406493,-0.9011209237633117,1936.8916563799808,4801.996742251442,0.6903,7859.2834952368175,-1.0670766556038769
XGB_depth_4_lr_0.001_estimators_100_childweight_1_subsample_0.6_seed_1,4.0,0.001,100.0,1.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6839,7988.328025221358,-0.90185239670014,1936.8916563799808,4801.996742251442,0.6899,7875.533263786396,-1.0727482690569778
XGB_depth_4_lr_0.001_estimators_100_childweight_2_subsample_0.6_seed_1,4.0,0.001,100.0,2.0,0.6,1.0,1910.8337724711569,5106.399455325999,0.6845,7998.235709686075,-0.9049528444605708,1936.8916563799808,4801.996742251442,0.6888,7909.693132966591,-1.08467099724892
